Date,Account,classification,Daily_PnL,Trade_Count,Win_Rate,Avg_Trade_Size,Avg_Leverage,Leverage Segment,Frequency Segment,Performance Segment
2024-08-01,0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,167.080017,34,0.11764705882352941,1432.7749999999999,140.66450529411765,High,Frequent,Winner
2024-08-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,0.0,9,0.0,3896.047777777778,1053062.4494444444,High,Infrequent,Loser
2024-08-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,36,0.0,8221.31,158.0680814111111,High,Frequent,Loser
2024-08-02,0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,228.247701,15,0.8,1984.4720000000002,-2.7394313333333336,Low,Infrequent,Winner
2024-08-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,554.12049,12,0.4166666666666667,5882.177500000001,173595.86435,High,Infrequent,Winner
2024-08-03,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Fear,0.0,1,0.0,0.65,2023.32184,High,Infrequent,Loser
2024-08-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,13,0.0,8652.23,224.78866923076924,High,Infrequent,Loser
2024-08-03,0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,464.1897,1,1.0,4534.09,-30.75,Low,Infrequent,Winner
2024-08-03,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,0.0,16,0.0,9281.686875,22.36724375,High,Infrequent,Loser
2024-08-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,6,0.0,4168.69,358556.94475,High,Infrequent,Loser
2024-08-04,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Fear,0.0,1,0.0,0.01,875.4988657,High,Infrequent,Loser
2024-08-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,-108604.496278,72,0.0,12521.542916666665,92.23101944444444,High,Frequent,Loser
2024-08-04,0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,109.005815,17,0.17647058823529413,2129.0517647058823,0.1853805882352941,Low,Infrequent,Winner
2024-08-04,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,-14176.51042,10,0.0,13492.987,291498.45392,High,Infrequent,Loser
2024-08-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,27,0.0,5002.563703703704,254879.10027388888,High,Infrequent,Loser
2024-08-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,-4779.219012,17,0.0,12572.832941176472,16.218976470588235,High,Infrequent,Loser
2024-08-05,0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,160.44369899999998,17,0.4117647058823529,2357.7947058823524,0.22970294117647058,Low,Infrequent,Winner
2024-08-05,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,0.0,2,0.0,10053.805,403412.90489999996,High,Infrequent,Loser
2024-08-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,-8394.889856,44,0.5909090909090909,3331.070909090909,172954.1630290909,High,Frequent,Loser
2024-08-06,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Extreme Fear,215.754798,27,0.2962962962962963,28.555555555555557,17085.48347108148,High,Infrequent,Winner
2024-08-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Fear,51.56325,80,0.0625,758.8422499999999,69325.801974375,High,Frequent,Winner
2024-08-07,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Fear,0.0,11,0.0,0.0036363636363636364,0.20677364727272726,Low,Infrequent,Loser
2024-08-07,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,0.0,1,0.0,500.0,0.0,Low,Infrequent,Loser
2024-08-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,188.789255,21,0.47619047619047616,94.89190476190477,94121.87300285714,High,Infrequent,Winner
2024-08-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Fear,-40.712216999999995,4,0.0,114.82,758.79883815,High,Infrequent,Loser
2024-08-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Fear,0.0,5,0.0,3168.014,86845.998536,High,Infrequent,Loser
2024-08-09,0x430f09841d65beb3f27765503d0f850b8bce7713,Neutral,0.0,1,0.0,0.12,7655.26437,High,Infrequent,Loser
2024-08-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,11147.900554,12,0.75,11003.166666666666,15.640708333333334,High,Infrequent,Winner
2024-08-09,0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,151.092375,69,0.2463768115942029,635.3107246376812,-7023.478610144927,Low,Frequent,Winner
2024-08-09,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Neutral,0.0,2,0.0,250.0,178.9821002,High,Infrequent,Loser
2024-08-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,6783.078347,60,0.2833333333333333,5447.171666666666,36207.69349137667,High,Frequent,Winner
2024-08-10,0x430f09841d65beb3f27765503d0f850b8bce7713,Fear,0.0,1,0.0,0.68,5356.19957,High,Infrequent,Loser
2024-08-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,87,0.0,130.32885057471265,117234.32354341149,High,Frequent,Loser
2024-08-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,847.7766200000001,8,0.5,5104.981250000001,2.4004875,Low,Infrequent,Winner
2024-08-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,16,0.0,211.8975,465626.39139375,High,Infrequent,Loser
2024-08-12,0x430f09841d65beb3f27765503d0f850b8bce7713,Fear,0.0,1,0.0,0.61,3054.266604,High,Infrequent,Loser
2024-08-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,858.6705000000001,16,0.375,2758.775,2.25524375,Low,Infrequent,Winner
2024-08-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,31,0.0,323.4293548387097,223694.9228967742,High,Frequent,Loser
2024-08-13,0x430f09841d65beb3f27765503d0f850b8bce7713,Fear,0.0,1,0.0,0.67,67236.86827,High,Infrequent,Loser
2024-08-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,5,0.0,2500.02,10.752078724,High,Infrequent,Loser
2024-08-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,212.08102,17,0.47058823529411764,488.06470588235294,270836.05224941176,High,Infrequent,Winner
2024-08-14,0x430f09841d65beb3f27765503d0f850b8bce7713,Fear,0.0,1,0.0,0.53,5434.286924,High,Infrequent,Loser
2024-08-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,2168.9015130000003,9,0.5555555555555556,7185.148888888889,4.645444444444444,Low,Infrequent,Winner
2024-08-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,15,0.0,136.21066666666667,622254.2423466666,High,Infrequent,Loser
2024-08-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,12,0.0,126.86416666666668,680674.15515,High,Infrequent,Loser
2024-08-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,2,0.0,6250.0650000000005,9.617149999999999,High,Infrequent,Loser
2024-08-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,825.230544,33,0.09090909090909091,4663.112424242424,337545.3352021212,High,Frequent,Winner
2024-08-17,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Fear,0.0,29,0.0,1035.7675862068966,329883.0914862069,High,Frequent,Loser
2024-08-17,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,-288.283113,1,0.0,211.7,813.8786055,High,Infrequent,Loser
2024-08-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,307.201888,14,0.8571428571428571,4486.033571428571,8.459778571428572,High,Infrequent,Winner
2024-08-18,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,0.0,1,0.0,0.01,0.02860553,Low,Infrequent,Loser
2024-08-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,339.69958299999996,8,0.625,12539.37875,0.3873825,Low,Infrequent,Winner
2024-08-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,192.602844,8,0.125,5302.23375,-3.4457750000000003,Low,Infrequent,Winner
2024-08-20,0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,0.0,4,0.0,1874.2325,-1092.2,Low,Infrequent,Loser
2024-08-21,0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,656.200925,143,0.3776223776223776,720.2106993006994,-1589.3793006993005,Low,Frequent,Winner
2024-08-21,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,0.0,2,0.0,1000.14,0.1906,Low,Infrequent,Loser
2024-08-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,1005.30527,10,0.3,6350.956,-0.09547000000000025,Low,Infrequent,Winner
2024-08-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,2,0.0,7500.035,-14.9351,Low,Infrequent,Loser
2024-08-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,5,0.0,3999.9199999999996,-0.037064,Low,Infrequent,Loser
2024-08-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,4,0.0,3749.0825,-21.7907,Low,Infrequent,Loser
2024-08-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,0.0,13,0.0,534.9192307692308,492430.4462223077,High,Infrequent,Loser
2024-08-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,231.236918,5,0.4,18452.704,-4.88614,Low,Infrequent,Winner
2024-08-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,1,0.0,347.75,3943.62685,High,Infrequent,Loser
2024-08-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,7,0.0,9286.455714285714,17.058242857142858,High,Infrequent,Loser
2024-08-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,0.0,43,0.0,121.97604651162791,368633.2646893023,High,Frequent,Loser
2024-08-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,7,0.0,6784.937142857142,40.408057142857146,High,Infrequent,Loser
2024-08-28,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,1333.359645,2,1.0,11832.755000000001,-0.29524,Low,Infrequent,Winner
2024-08-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,1,0.0,9995.85,0.0,Low,Infrequent,Loser
2024-08-30,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Fear,0.0,1,0.0,0.69,5399.571247,High,Infrequent,Loser
2024-08-30,0x430f09841d65beb3f27765503d0f850b8bce7713,Fear,0.0,1,0.0,0.62,38.0606974,High,Infrequent,Loser
2024-08-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,3,0.0,9164.183333333334,56.636833333333335,High,Infrequent,Loser
2024-08-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,256.464,1,1.0,9739.38,-0.1644,Low,Infrequent,Winner
2024-08-31,0x430f09841d65beb3f27765503d0f850b8bce7713,Fear,0.0,1,0.0,0.96,5719.32911,High,Infrequent,Loser
2024-08-31,0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,10.882801,24,0.5,312.76375,3170.56679875,High,Infrequent,Winner
2024-08-31,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,9,0.0,11111.126666666667,-4.098917777777777,Low,Infrequent,Loser
2024-09-01,0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,137.433093,12,0.4166666666666667,1029.9733333333334,-1304.8965716666667,Low,Infrequent,Winner
2024-09-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,2,0.0,15000.21,68.349,High,Infrequent,Loser
2024-09-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,1,0.0,35004.98,76.9647,High,Infrequent,Loser
2024-09-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,1065.785132,33,0.15151515151515152,2923.5148484848487,314688.2082142424,High,Frequent,Winner
2024-09-05,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Fear,0.0,1,0.0,0.84,10818.93703,High,Infrequent,Loser
2024-09-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Fear,0.0,4,0.0,8747.6675,95.501475,High,Infrequent,Loser
2024-09-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Fear,-1104.856765,38,0.0,106.74815789473683,4433.061365263157,High,Frequent,Loser
2024-09-08,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,0.0,1,0.0,0.11,0.93414,Low,Infrequent,Loser
2024-09-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,2,0.0,2007.2150000000001,1021003.16055,High,Infrequent,Loser
2024-09-10,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,-219.729659,2,0.0,890.27,0.69665,Low,Infrequent,Loser
2024-09-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,1,0.0,766.74,1315428.715,High,Infrequent,Loser
2024-09-11,0x430f09841d65beb3f27765503d0f850b8bce7713,Fear,0.0,1,0.0,0.54,35870.82982,High,Infrequent,Loser
2024-09-14,0x430f09841d65beb3f27765503d0f850b8bce7713,Neutral,0.0,1,0.0,0.65,1553.33644,High,Infrequent,Loser
2024-09-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,0.0,10,0.0,101.415,1419063.4048000001,High,Infrequent,Loser
2024-09-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,-878.684794,145,0.0,94.02413793103449,116513.14479199999,High,Frequent,Loser
2024-09-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,0.0,19,0.0,80.09842105263158,1080310.357626316,High,Infrequent,Loser
2024-09-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,9585.03428,12,0.6666666666666666,25380.9675,65.65420416666667,High,Infrequent,Winner
2024-09-20,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Neutral,0.0,4,0.0,7075.4425,-2471.805,Low,Infrequent,Loser
2024-09-21,0x430f09841d65beb3f27765503d0f850b8bce7713,Neutral,36165.56933,23,1.0,7202.092173913044,24296.09565217391,High,Infrequent,Winner
2024-09-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,3,0.0,6666.579999999999,0.24225,Low,Infrequent,Loser
2024-09-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,334.760796,2,0.5,20167.145,0.23823,Low,Infrequent,Winner
2024-09-24,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Neutral,0.0,1,0.0,6113.57,-7495.53,Low,Infrequent,Loser
2024-09-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,0.0,9,0.0,111.67333333333335,1278778.122612222,High,Infrequent,Loser
2024-09-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,6,0.0,8333.518333333333,0.3523416666666666,Low,Infrequent,Loser
2024-09-25,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,0.0,3,0.0,917.6733333333333,-9481.76,Low,Infrequent,Loser
2024-09-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,439.812513,3,0.6666666666666666,26813.47333333333,0.3175133333333333,Low,Infrequent,Winner
2024-09-26,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Neutral,0.0,5,0.0,6654.302000000001,-12229.178,Low,Infrequent,Loser
2024-09-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,10,0.0,9999.232,-0.9917770000000001,Low,Infrequent,Loser
2024-09-27,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,0.0,46,0.0,567.4939130434783,-23104.560217391303,Low,Frequent,Loser
2024-09-28,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,0.0,4,0.0,7299.8025,-26550.364999999998,Low,Infrequent,Loser
2024-09-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2710.626288,10,0.5,17728.09,-0.235846,Low,Infrequent,Winner
2024-09-30,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,0.0,96,0.0,389.4682291666666,-34028.62229166667,Low,Frequent,Loser
2024-10-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,4,0.0,34988.58,1.83578,Low,Infrequent,Loser
2024-10-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,4,0.0,24988.585,3.7032475,Low,Infrequent,Loser
2024-10-03,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Fear,100.375782,5,0.6,2585.338,880.8059999999999,High,Infrequent,Winner
2024-10-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,4,0.0,30002.25,5.38677,Low,Infrequent,Loser
2024-10-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,1,0.0,0.34,307.367829,High,Infrequent,Loser
2024-10-05,0x430f09841d65beb3f27765503d0f850b8bce7713,Neutral,0.0,1,0.0,0.61,2269.151296,High,Infrequent,Loser
2024-10-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,5767.161892,36,0.6666666666666666,16822.36472222222,2.1769022222222225,Low,Frequent,Winner
2024-10-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,130.487079,22,0.22727272727272727,13642.298181818182,-0.30976,Low,Infrequent,Winner
2024-10-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,21,0.0,10475.459523809524,-4.82207619047619,Low,Infrequent,Loser
2024-10-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,5396.546638,35,0.9428571428571428,12416.672857142858,-3.8572611714285716,Low,Frequent,Winner
2024-10-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,0.0,1,0.0,0.58,393.379902,High,Infrequent,Loser
2024-10-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,396.06272,14,0.21428571428571427,15742.852142857142,0.8050550000000001,Low,Infrequent,Winner
2024-10-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,16,0.0,18751.521249999998,4.391618125,Low,Infrequent,Loser
2024-10-11,0x430f09841d65beb3f27765503d0f850b8bce7713,Fear,0.0,1,0.0,0.73,4512.64906,High,Infrequent,Loser
2024-10-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,8885.327477,25,0.72,19556.1384,2.5195948,Low,Infrequent,Winner
2024-10-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,541.55471,10,0.7,15971.34,-0.611799,Low,Infrequent,Winner
2024-10-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,10,0.0,6000.242,0.313465,Low,Infrequent,Loser
2024-10-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,1913.61958,5,1.0,12383.204000000002,0.489938,Low,Infrequent,Winner
2024-10-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1170.2260760000001,7,0.5714285714285714,11596.194285714286,0.2371414285714286,Low,Infrequent,Winner
2024-10-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,219.480876,11,0.2727272727272727,7293.560909090909,0.14958636363636366,Low,Infrequent,Winner
2024-10-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,36.11496,8,0.125,17504.00375,0.25134875,Low,Infrequent,Winner
2024-10-17,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,0.0,1,0.0,499.72,0.0,Low,Infrequent,Loser
2024-10-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,333.219141,6,0.8333333333333334,20055.238333333335,0.7015033333333333,Low,Infrequent,Winner
2024-10-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,4,0.0,24999.215,0.36507,Low,Infrequent,Loser
2024-10-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,229.060526,6,0.8333333333333334,20037.618333333336,0.7873950000000001,Low,Infrequent,Winner
2024-10-20,0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,160.095271,90,0.06666666666666667,624.6905555555555,-10642.41,Low,Frequent,Winner
2024-10-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,11,0.0,13638.561818181817,0.8666772727272728,Low,Infrequent,Loser
2024-10-21,0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,2464.915564,162,0.41975308641975306,1074.6531481481481,-15223.182098765432,Low,Frequent,Winner
2024-10-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3,0.0,20000.12,2.5173066666666664,Low,Infrequent,Loser
2024-10-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,-46.489941,18,0.0,11667.003888888888,7.122402777777777,High,Infrequent,Loser
2024-10-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,4543.862071,25,0.64,16183.4872,1.2043376000000001,Low,Infrequent,Winner
2024-10-25,0x72c6a4624e1dffa724e6d00d64ceae698af892a0,Greed,8692.0,5,1.0,4659.2,-40478.462,Low,Infrequent,Winner
2024-10-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,666.6623079999999,4,0.75,22666.1025,0.633035,Low,Infrequent,Winner
2024-10-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,9,0.0,13332.702222222222,-1.4901377777777778,Low,Infrequent,Loser
2024-10-28,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,167.28016200000002,4,1.0,375.23249999999996,305570.5143475,High,Infrequent,Winner
2024-10-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,37,0.0,16285.80864864865,-5.862089189189189,Low,Frequent,Loser
2024-10-29,0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,801.170876,16,0.1875,668.305625,-450.49088125000003,Low,Infrequent,Winner
2024-10-30,0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Greed,9.150023,25,0.28,473.23400000000004,-4672.438332,Low,Infrequent,Winner
2024-10-31,0x2c229d22b100a7beb69122eed721cee9b24011dd,Extreme Greed,-2.5534149999999998,9,0.0,3327.722222222222,50.42111111111112,High,Infrequent,Loser
2024-10-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,765.475192,28,0.8214285714285714,30487.215,-5.892829999999999,Low,Infrequent,Winner
2024-10-31,0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Greed,451.122034,11,1.0,1143.8036363636363,-1061.1625354545454,Low,Infrequent,Winner
2024-11-01,0x2c229d22b100a7beb69122eed721cee9b24011dd,Extreme Greed,-0.09906000000000104,14,0.2857142857142857,2139.280714285714,13279.857142857143,High,Infrequent,Loser
2024-11-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,1040.5747959999999,9,0.2222222222222222,25670.122222222224,0.6062011111111111,Low,Infrequent,Winner
2024-11-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,2,0.0,20000.0,1.07776,Low,Infrequent,Loser
2024-11-03,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Greed,0.0,2,0.0,9530.66,49982.0,High,Infrequent,Loser
2024-11-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,4,0.0,27498.585,2.278455,Low,Infrequent,Loser
2024-11-04,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Greed,540.05911,10,1.0,1960.1330000000003,68006.8,High,Infrequent,Winner
2024-11-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2259.351364,26,0.5,16623.486153846156,0.8755353846153846,Low,Infrequent,Winner
2024-11-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,678.4759280000001,10,0.5,20062.723,1.452014,Low,Infrequent,Winner
2024-11-06,0x2c229d22b100a7beb69122eed721cee9b24011dd,Greed,-3.41119,3,0.0,666.84,3504.6666666666665,High,Infrequent,Loser
2024-11-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2821.24842,12,0.5833333333333334,10158.865,0.1894908333333333,Low,Infrequent,Winner
2024-11-07,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Extreme Greed,503.46257599999996,16,0.6875,1929.28125,25018.75,High,Infrequent,Winner
2024-11-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,628.96246,2,0.5,30314.425,0.20069,Low,Infrequent,Winner
2024-11-07,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Greed,3360.9281,95,0.5052631578947369,208.8205263157895,194875.65304989906,High,Frequent,Winner
2024-11-08,0x2c229d22b100a7beb69122eed721cee9b24011dd,Extreme Greed,-710.786946,15,0.0,2003.9206666666666,1736.2933333333335,High,Infrequent,Loser
2024-11-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,646.3734049999999,24,0.25,10026.734583333333,0.482035,Low,Infrequent,Winner
2024-11-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,0.0,9,0.0,16666.712222222224,0.5795,Low,Infrequent,Loser
2024-11-09,0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Greed,102.90894,77,0.24675324675324675,563.4285714285714,-24761.290909090912,Low,Frequent,Winner
2024-11-10,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Extreme Greed,0.0,1,0.0,9836.88,0.0,Low,Infrequent,Loser
2024-11-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,548.36595,8,0.75,22568.36875,1.04666375,Low,Infrequent,Winner
2024-11-10,0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Greed,442.748384,164,0.27439024390243905,1361.297987804878,-33095.656171951225,Low,Frequent,Winner
2024-11-11,0x083384f897ee0f19899168e3b1bec365f52a9012,Extreme Greed,0.0,177,0.0,5089.718248587571,-153.88753898305086,Low,Frequent,Loser
2024-11-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Extreme Greed,393.07947,4,1.0,2557.49,3855.775,High,Infrequent,Winner
2024-11-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,1479.677222,20,0.45,16571.107,0.672523,Low,Infrequent,Winner
2024-11-11,0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Greed,4876.874304,172,0.45930232558139533,1907.2104069767443,-130112.21816604651,Low,Frequent,Winner
2024-11-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,Extreme Greed,0.0,2,0.0,5195.3,1.25,Low,Infrequent,Loser
2024-11-12,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,Extreme Greed,0.0,4,0.0,1319.1399999999999,204.9,High,Infrequent,Loser
2024-11-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,2053.119744,74,0.16216216216216217,14354.293783783784,2.793669864864865,Low,Frequent,Winner
